cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
z3wujall,,WHO,Robust estimation of diagnostic rate and real incidence of COVID-19 for European policymakers,,,,unk,"Policymakers need clear, fast assessment of the real spread of the COVID-19 epidemic in each of their respective countries. Standard measures of the situation provided by the governments include reported positive cases and total deaths. While total deaths indicate immediately that countries like Italy and Spain had the worst situation as of mid-April, 2020, reported cases alone do not provide a complete picture of the situation. Different countries diagnose differently and present very distinctive reported case fatality ratios. Similar levels of reported incidence and mortality might hide a very different underlying pictures. Here we present a straightforward and robust estimation of the diagnostic rate in each European country. From that estimation we obtain a uniform, unbiased incidence of the epidemic. The method to obtain the diagnostic rate is transparent and empirical. The key assumption of the method is that the infection fatality ratio of COVID-19 in Europe is not strongly country-dependent. We show that this number is not expected to be biased due to demography nor to the way total deaths are reported. The estimation protocol is dynamic, and it has been yielding converging numbers for diagnostic rates in all European countries as from mid-April, 2020. Using this diagnostic rate, policy makers can obtain Effective Potential Growth updated every day, providing an unbiased assessment of the countries at greater risk of experiencing an uncontrolled situation. The method developed has been and will be used to track possible improvements in the diagnostic rate in European countries as the epidemic evolves.",2021,"Català, Martí; Pino, David; Marchena, Miquel; Palacios, Pablo; Urdiales, Tomás; Cardona, Pere-Joan; Alonso, Sergio; López-Codina, David; Prats, Clara; Alvarez-Lacalle, Enrique",PLoS One,,#1060187,,,,,218503785.0
tz8rvis1,4bed90e22fc987bfd17806c327c623214f57f67a,PMC,European Symposium of Bio‐Organic Chemistry 2003 (ESBOC): The Evolution of Catalysis,10.1002/cbic.200300796,PMC7161992,14760746,no-cc,,2004-01-29,"Lindner, Ariel; Hollfelder, Florian",Chembiochem,,,,document_parses/pdf_json/4bed90e22fc987bfd17806c327c623214f57f67a.json,document_parses/pmc_json/PMC7161992.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7161992/,
3bzj62fj,,WHO,Evaluating the impact of COVID-19 pandemic lockdown on education in Nigeria: Insights from teachers and students on virtual/online learning,,,,unk,,2021,"Ebohon, Osamudiamen Obienu Anayochukwu Chukwunonso Irabor Francis Amadin Frank Iwebuke Omoregie Ehimwenma Sheena",Bulletin of the National Research Centre,,#1199935,,,,,233313569.0
ectv0e6z,1d7d63bbdb24b715c7ffb600da93574d6a76938e,Elsevier; Medline; PMC; WHO,Under pressure: Women’s leadership during the COVID-19 crisis(),10.1016/j.jdeveco.2021.102761,PMC8581441,34785851.0,no-cc,"We study the effect of women’s public leadership in times of crisis. We use a regression discontinuity design in close mayoral races between male and female candidates to understand the impact of having a woman as a mayor during the COVID-19 pandemic in Brazil. Female leadership reduced deaths and hospitalizations per 100 thousand inhabitants while increasing enforcement of non-pharmaceutical interventions. These results are not due to measures taken before the pandemic or other observable mayoral characteristics such as education or political preferences. The effects are stronger in municipalities where Brazil’s far-right president, who publicly disavowed the importance of non-pharmaceutical interventions, had a higher vote share in the 2018 election. Overall, our findings provide credible evidence that female leaders outperformed male ones when dealing with a global policy issue. They also showcase that local leaders can counteract policies implemented by populist leaders at the national level.",2021-10-27,"Bruce, Raphael; Cavgias, Alexsandros; Meloni, Luis; Remígio, Mário",J Dev Econ,,,,document_parses/pdf_json/1d7d63bbdb24b715c7ffb600da93574d6a76938e.json,document_parses/pmc_json/PMC8581441.xml.json,https://doi.org/10.1016/j.jdeveco.2021.102761; https://www.sciencedirect.com/science/article/pii/S0304387821001243; https://api.elsevier.com/content/article/pii/S0304387821001243; https://www.ncbi.nlm.nih.gov/pubmed/34785851/,240105649.0
wenliby6,,WHO,"Inflammation: A bridge between diabetes and COVID-19, and possible management with sitagliptin",,,,unk,"Patients with SARS-CoV-2 infections experience lymphopenia and inflammatory cytokine storms in the severe stage of the disease, leading to multi-organ damage. The exact pattern of immune system changes and their condition during the disease process is unclear. The available knowledge has indicated that the NF-kappa-B pathway, which is induced by several mediators, has a significant role in cytokine storm through the various mechanisms. Therefore, identifying the state of the immune cells and the dominant mechanisms for the production of cytokines incorporated in the cytokine storm can be a critical step in the therapeutic approach. On the other hand, some studies identified a higher risk for diabetic patients. Diabetes mellitus exhibits a close association with inflammation and increases the chance of developing COVID-19. Patients with diabetes mellitus have shown to have more virus entry, impaired immunity response, less viral elimination, and dysregulated inflammatory cytokines. The parallel analysis of COVID-19 and diabetes mellitus pathogenesis has proposed that the control of the inflammation through the interfering with the critical points of major signaling pathways may provide the new therapeutic approaches. In recent years, the role of Dipeptidyl Peptidase 4 (DPP4) in chronic inflammation has been proved. Numerous immune cells express the DPP4 protein. DPP4 regulates antibody production, cytokine secretion, and immunoglobulin class switching. DPP4 inhibitors like sitagliptin reduce inflammation intensity in different states. Following the accumulating data, we hypothesize that sitagliptin might reduce COVID-19 severity. Sitagliptin, an available DPP4 inhibitor drug, showed multidimensional anti-inflammatory effects among diabetic patients. It reduces the inflammation mostly by affecting on NF-kappa-B signaling pathway. Under the fact that inflammatory mediators are active in individuals with COVID-19, blocking the predominant pathway could be helpful.",2020,"Mozafari, Negin; Azadi, Soha; Mehdi-Alamdarlou, Sanaz; Ashrafi, Hajar; Azadi, Amir",Med Hypotheses,,#652731,,,,,220515504.0
2a93x8rn,,WHO,Refractory celiac disease and COVID-19 outbreak: Findings from a high incidence scenario in Northern Italy,,,,unk,,2020,"Elli, Luca; Scaramella, Lucia; Lombardo, Vincenza; Scricciolo, Alice; Doneda, Luisa; Roncoroni, Leda; Vecchi, Maurizio",Clin Res Hepatol Gastroenterol,,#726474,,,,,221217553.0
8jhaxcn1,0aedb3f2053b27479ffb543f909053564953a621,Elsevier; Medline; PMC,Low total cholesterol blood level is correlated with pulmonary severity in COVID-19 critical ill patients,10.1016/j.accpm.2020.07.015,PMC7455102,32866665.0,no-cc,,2020-08-28,"Ressaire, Quentin; Dudoignon, Emmanuel; Moreno, Nabila; Coutrot, Maxime; Depret, François",Anaesth Crit Care Pain Med,,,,document_parses/pdf_json/0aedb3f2053b27479ffb543f909053564953a621.json,document_parses/pmc_json/PMC7455102.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32866665/; https://www.sciencedirect.com/science/article/pii/S2352556820301740?v=s5; https://api.elsevier.com/content/article/pii/S2352556820301740; https://doi.org/10.1016/j.accpm.2020.07.015,221355144.0
9riywrpu,,WHO,Actueel,,,,unk,,2020,"Jansen, Rhijja",Tijdschr Verzorg,,#covidwho-617261,,,,,235638668.0
bnpuomjw,43c67bebd1f88efa3c989bbf87731b552c3f121e,Elsevier; Medline; PMC; WHO,COVID-19 Suspected Myopericarditis without Pulmonary Involvement,10.1016/j.hrtlng.2021.10.001,PMC8501216,34731691.0,no-cc,"Myopericarditis is a rare consequence of COVID-19 infection. Although extremely rare, COVID-19 can present without pulmonary involvement, and there have been reports of isolated cardiac involvement in one prior case We report a case of a young African American man presenting with myopericarditis following a recently recovered COVID-19 infection. Complicated by ICU admission requiring vasopressors; with eventual resolution following initiation of aspirin and colchicine for myopericarditis. Life threatening myopericarditis can occur following resolution of COVID-19 disease. The degree of cardiac involvement correlates poorly to the severity of pulmonary involvement.",2021-10-09,"Mirabella, Steven; Bansode, Oshin; Mashaal, Hyfaa; Akella, Jagadish",Heart Lung,,,,document_parses/pdf_json/43c67bebd1f88efa3c989bbf87731b552c3f121e.json,document_parses/pmc_json/PMC8501216.xml.json,https://doi.org/10.1016/j.hrtlng.2021.10.001; https://www.sciencedirect.com/science/article/pii/S0147956321002648?v=s5; https://api.elsevier.com/content/article/pii/S0147956321002648; https://www.ncbi.nlm.nih.gov/pubmed/34731691/,238530419.0
luqlk597,,WHO,"Integrating online and offline data for crisis management: Online geolocalized emotion, policy response, and local mobility during the COVID crisis",,,,unk,"Integrating online and offline data is critical for uncovering the interdependence between policy and public emotional and behavioral responses in order to aid the development of effective spatially targeted interventions during crises. As the COVID-19 pandemic began to sweep across the US it elicited a wide spectrum of responses, both online and offline, across the population. Here, we analyze around 13 million geotagged tweets in 49 cities across the US from the first few months of the pandemic to assess regional dependence in online sentiments with respect to a few major COVID-19 related topics, and how these sentiments correlate with policy development and human mobility. In this study, we observe universal trends in overall and topic-based sentiments across cities over the time period studied. We also find that this online geolocalized emotion is significantly impacted by key COVID-19 policy events. However, there is significant variation in the emotional responses to these policies across the cities studied. Online emotional responses are also found to be a good indicator for predicting offline local mobility, while the correlations between these emotional responses and local cases and deaths are relatively weak. Our findings point to a feedback loop between policy development, public emotional responses, and local mobility, as well as provide new insights for integrating online and offline data for crisis management.",2021,"Feng, Shihui; Kirkley, Alec",Sci Rep,,#1193602,,,,,233308997.0
